Data
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
5.23
5.18
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
4.69
4.30
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.27
2.79
4.25
4.69
4.59
5.52
6.30
6.70
6.89
7.43
7.38
7.67
7.58
7.58
7.77
7.72
7.82
8.21
8.02
7.77
7.82
7.72
8.02
8.02
7.77
7.77
8.06
8.21
7.82
8.06
7.82
7.72
7.77
7.72
7.67
7.77
7.53
7.38
7.38
7.28
7.28
7.33
7.62
7.62
7.58
7.38
7.09
6.99
7.14
7.48
7.82
7.97
8.21
8.11
7.97
7.97
8.16
8.02
7.82
7.77
8.11
8.11
8.06
7.92
7.97
7.97
7.67
7.33
7.48
7.62
7.62
7.48
8.02
8.16
8.26
8.26
8.26
7.97
7.82
7.82
7.87
7.72
7.87
7.97
8.02
8.06
8.02
8.31
8.16
7.97
7.92
8.06
8.11
8.16
8.11
8.06
8.02
7.92
8.02
7.97
7.77
7.82
7.92
7.77
7.58
7.62
7.62
7.72
7.72
8.02
7.97
8.11
8.06
7.92
8.02
7.72
7.92
8.16
8.02
8.06
8.11
8.02
7.77
7.77
7.72
7.82
7.97
8.36
8.60
8.70
8.65
8.70
8.90
9.04
9.09
9.14
9.14
9.09
8.94
8.75
8.50
8.65
8.94
9.04
9.04
8.85
8.75
8.75
8.70
8.36
8.21
7.97
7.82
7.53
7.53
7.38
7.14
6.74
6.89
6.99
7.23
7.04
6.60
6.70
6.99
7.14
6.89
6.89
6.94
7.23
6.89
6.84
6.50
6.65
6.50
6.30
6.26
6.26
6.26
6.65
6.06
7.14
7.77
8.02
8.06
8.16
8.21
8.21
8.11
8.06
7.82
7.82
7.72
7.53
7.09
6.01
2.15
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.42
2.93
4.35
5.23
5.91
6.70
6.99
6.79
7.09
6.99
6.94
7.28
7.28
7.33
7.23
7.14
7.09
7.18
7.18
6.99
6.84
6.79
6.79
6.84
6.74
6.60
6.50
6.40
6.30
6.16
6.16
6.11
6.16
6.35
6.21
6.16
6.74
6.89
6.99
7.04
6.94
6.79
6.70
6.45
6.30
6.21
6.06
5.96
5.91
6.11
6.30
6.16
6.50
6.55
6.60
6.65
6.60
6.74
6.74
6.74
6.55
6.21
6.06
6.01
5.91
5.72
5.62
5.67
5.77
5.62
5.52
5.57
5.47
5.62
5.67
5.96
5.96
6.01
6.06
5.62
5.43
5.28
5.28
5.33
5.62
5.77
5.96
6.06
6.16
6.30
6.30
6.45
6.01
6.16
6.30
6.16
3.62
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
