Data
11.73
11.63
11.34
11.29
11.29
11.34
11.29
11.24
11.29
11.24
11.29
11.24
11.19
11.24
11.34
11.34
11.34
11.24
11.29
11.29
11.39
11.29
11.19
11.09
10.90
10.80
10.65
10.46
10.36
10.46
10.51
10.46
10.41
10.41
10.46
10.46
10.46
10.46
10.46
10.36
10.41
10.36
10.31
10.26
10.26
10.26
10.26
10.22
10.22
10.22
10.26
10.31
10.26
10.31
10.36
10.36
10.36
10.31
10.31
10.31
10.26
10.26
10.26
10.22
10.22
10.22
10.22
10.26
10.36
10.41
10.46
10.56
10.61
10.61
10.61
10.65
10.65
10.61
10.65
10.75
10.75
10.75
10.80
10.85
9.68
6.21
4.11
0.98
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.44
1.47
2.93
4.84
7.62
9.04
10.12
10.70
11.09
11.58
11.97
12.27
12.51
12.51
12.66
12.76
12.90
12.81
12.85
12.85
12.90
12.90
12.90
12.76
12.71
12.66
12.56
12.46
12.46
12.17
12.12
12.07
12.17
12.17
12.17
12.12
12.12
12.27
12.41
12.41
12.46
12.51
12.51
12.51
12.61
12.56
12.51
12.51
12.37
11.93
11.78
11.73
11.73
11.68
11.58
11.24
11.24
11.14
10.95
10.80
10.65
10.41
10.36
10.26
10.26
10.26
10.17
10.12
10.02
10.07
10.02
10.02
10.02
10.12
10.17
10.26
10.41
10.46
10.46
10.41
10.51
10.56
10.61
10.70
10.75
10.75
10.75
10.70
10.70
10.70
10.65
10.61
10.56
10.51
10.46
10.51
10.41
10.41
10.41
10.31
10.31
10.31
10.31
10.31
10.36
10.41
10.46
10.51
10.56
10.56
10.61
10.61
10.75
10.80
10.80
10.80
10.80
10.75
10.75
10.80
10.80
10.75
10.80
10.75
10.75
10.75
10.80
10.70
10.70
10.65
10.61
10.56
10.56
10.51
10.51
10.46
10.46
10.51
10.46
10.46
10.41
10.36
10.31
10.26
10.26
10.26
10.26
10.26
10.26
10.31
10.36
10.36
10.41
10.46
10.41
10.41
10.41
10.36
10.41
10.41
10.41
10.41
10.36
10.36
10.36
10.31
10.31
10.31
10.36
10.36
10.36
10.31
10.36
10.31
10.31
10.26
10.26
10.22
10.22
10.22
10.22
10.22
10.26
10.26
10.22
10.22
10.22
10.22
10.22
10.22
10.26
10.26
10.26
10.31
10.31
10.31
10.31
10.31
10.36
10.36
10.31
10.02
4.40
0.10
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
